user,uid,path,trustee,appliesto
.CN=1-CabinetSalles.OU=HDV.O=ANNECY.T=MRY.,GG_1-CabinetSalles,\cabinet\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-CabinetSalles.OU=HDV.O=ANNECY.T=MRY.,GG_1-CabinetSalles,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Comerart.OU=HDV.O=ANNECY.T=MRY.,GG_Comerart,\comerart\ACARE,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Comerart.OU=HDV.O=ANNECY.T=MRY.,GG_Comerart,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AliliW.OU=HDV.O=ANNECY.T=MRY.,AliliW,\comerart\Alili,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AliliW.OU=HDV.O=ANNECY.T=MRY.,AliliW,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BouissonnieJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BouissonnieJ,\comerart\Bouissonnie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BouissonnieJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BouissonnieJ,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AuclairS.OU=HDV.O=ANNECY.T=MRY.,AuclairS,\comerart\ACARE\CAMPING\Camping,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AuclairS.OU=HDV.O=ANNECY.T=MRY.,AuclairS,\comerart\ACARE\CAMPING,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AuclairS.OU=HDV.O=ANNECY.T=MRY.,AuclairS,\comerart\ACARE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AuclairS.OU=HDV.O=ANNECY.T=MRY.,AuclairS,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DonzierH.OU=HDV.O=ANNECY.T=MRY.,DonzierH,\comerart\Donzier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DonzierH.OU=HDV.O=ANNECY.T=MRY.,DonzierH,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AliliW.OU=HDV.O=ANNECY.T=MRY.,AliliW,\comerart\Grimaud,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AliliW.OU=HDV.O=ANNECY.T=MRY.,AliliW,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AliliW.OU=HDV.O=ANNECY.T=MRY.,AliliW,\comerart\Guilarmois,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AliliW.OU=HDV.O=ANNECY.T=MRY.,AliliW,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Placiers.OU=HDV.O=ANNECY.T=MRY.,GG_1-Placiers,\comerart\PSIMARK2,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Placiers.OU=HDV.O=ANNECY.T=MRY.,GG_1-Placiers,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\comerart\ACARE\VIE ECONOMIQUE\Etienne,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\comerart\ACARE\VIE ECONOMIQUE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\comerart\ACARE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Droitvoirie.OU=HDV.O=ANNECY.T=MRY.,GG_1-Droitvoirie,\comerart\COMMUN\DroitsVoirie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Droitvoirie.OU=HDV.O=ANNECY.T=MRY.,GG_1-Droitvoirie,\comerart\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Droitvoirie.OU=HDV.O=ANNECY.T=MRY.,GG_1-Droitvoirie,\comerart,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DelandeA.OU=NOVEL.O=ANNECY.T=MRY.,DelandeA,\culturel\Delande,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DelandeA.OU=NOVEL.O=ANNECY.T=MRY.,DelandeA,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DenhezA1.OU=HDV.O=ANNECY.T=MRY.,DenhezA1,\culturel\Denhez,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DenhezA1.OU=HDV.O=ANNECY.T=MRY.,DenhezA1,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChenuB.OU=HDV.O=ANNECY.T=MRY.,ChenuB,\culturel\Chenu,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChenuB.OU=HDV.O=ANNECY.T=MRY.,ChenuB,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Culturel.OU=HDV.O=ANNECY.T=MRY.,GG_Culturel,\culturel\Creche_HDV,,ThisFolderSubFoldersAndFiles
.CN=Culturel.OU=HDV.O=ANNECY.T=MRY.,GG_Culturel,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-CrecheHDV.OU=HDV.O=ANNECY.T=MRY.,GG_1-CrecheHDV,\culturel\Creche_HDV,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-CrecheHDV.OU=HDV.O=ANNECY.T=MRY.,GG_1-CrecheHDV,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bij.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bij,\culturel\Etudiant,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Bij.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bij,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Martins_da_cunhaA.OU=HDV.O=ANNECY.T=MRY.,Martins_da_cunhaA,\culturel\Martins,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Martins_da_cunhaA.OU=HDV.O=ANNECY.T=MRY.,Martins_da_cunhaA,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Creche.OU=HDV.O=ANNECY.T=MRY.,GG_1-Creche,\culturel\CRECHE FA,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Creche.OU=HDV.O=ANNECY.T=MRY.,GG_1-Creche,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MangioneS.OU=HDV.O=ANNECY.T=MRY.,MangioneS,\culturel\Mangione,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MangioneS.OU=HDV.O=ANNECY.T=MRY.,MangioneS,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Culturel.OU=HDV.O=ANNECY.T=MRY.,GG_Culturel,\culturel\Onde-Manel,,ThisFolderSubFoldersAndFiles
.CN=Culturel.OU=HDV.O=ANNECY.T=MRY.,GG_Culturel,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=VernetS.OU=BONLIEU.O=ANNECY.T=MRY.,VernetS,\culturel\Vernet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=VernetS.OU=BONLIEU.O=ANNECY.T=MRY.,VernetS,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CaullireauC.OU=HDV.O=ANNECY.T=MRY.,CaullireauC,\culturel\Caullireau,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CaullireauC.OU=HDV.O=ANNECY.T=MRY.,CaullireauC,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LimassetC.OU=NOVEL.O=ANNECY.T=MRY.,LimassetC,\culturel\Ameline,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LimassetC.OU=NOVEL.O=ANNECY.T=MRY.,LimassetC,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MeoM.OU=HDV.O=ANNECY.T=MRY.,MeoM,\culturel\Meo,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MeoM.OU=HDV.O=ANNECY.T=MRY.,MeoM,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ContatS.OU=SITES_ADSL.O=ANNECY.T=MRY.,ContatS,\culturel\Contat,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ContatS.OU=SITES_ADSL.O=ANNECY.T=MRY.,ContatS,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Ram.OU=HDV.O=ANNECY.T=MRY.,GG_1-Ram,\culturel\Lefebvre-PAPE-RAM,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Ram.OU=HDV.O=ANNECY.T=MRY.,GG_1-Ram,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BlampeyC.OU=BONLIEU.O=ANNECY.T=MRY.,BlampeyC,\culturel\Blampey,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BlampeyC.OU=BONLIEU.O=ANNECY.T=MRY.,BlampeyC,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FournilD.OU=HDV.O=ANNECY.T=MRY.,FournilD,\culturel\Fournil,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FournilD.OU=HDV.O=ANNECY.T=MRY.,FournilD,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BlairvacqM.OU=HDV.O=ANNECY.T=MRY.,BlairvacqM,\culturel\Blairvacq,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BlairvacqM.OU=HDV.O=ANNECY.T=MRY.,BlairvacqM,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DelayeR.OU=HDV.O=ANNECY.T=MRY.,DelayeR,\culturel\Delaye,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DelayeR.OU=HDV.O=ANNECY.T=MRY.,DelayeR,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaquenhenJ.OU=BONLIEU.O=ANNECY.T=MRY.,MaquenhenJ,\culturel\Maquenhen,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaquenhenJ.OU=BONLIEU.O=ANNECY.T=MRY.,MaquenhenJ,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Creche_HDV.OU=HDV.O=ANNECY.T=MRY.,Creche_HDV,\culturel\Creche_HDV\Educatrices,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Creche_HDV.OU=HDV.O=ANNECY.T=MRY.,Creche_HDV,\culturel\Creche_HDV,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Creche_HDV.OU=HDV.O=ANNECY.T=MRY.,Creche_HDV,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LecomteS.OU=HDV.O=ANNECY.T=MRY.,LecomteS,\culturel\Creche_HDV\Educatrices,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LecomteS.OU=HDV.O=ANNECY.T=MRY.,LecomteS,\culturel\Creche_HDV,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LecomteS.OU=HDV.O=ANNECY.T=MRY.,LecomteS,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Onde-ManelD.OU=HDV.O=ANNECY.T=MRY.,Onde-ManelD,\culturel\Creche_HDV\Educatrices,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Onde-ManelD.OU=HDV.O=ANNECY.T=MRY.,Onde-ManelD,\culturel\Creche_HDV,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Onde-ManelD.OU=HDV.O=ANNECY.T=MRY.,Onde-ManelD,\culturel,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Dgre.OU=HDV.O=ANNECY.T=MRY.,GG_Dgre,\dgre\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Dgre.OU=HDV.O=ANNECY.T=MRY.,GG_Dgre,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Dgre-FDL.OU=HDV.O=ANNECY.T=MRY.,GG_1-Dgre-FDL,\dgre\FeteDucLac,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Dgre-FDL.OU=HDV.O=ANNECY.T=MRY.,GG_1-Dgre-FDL,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=TerrierL.OU=HDV.O=ANNECY.T=MRY.,TerrierL,\dgre\COMMUN\Terrier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=TerrierL.OU=HDV.O=ANNECY.T=MRY.,TerrierL,\dgre\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=TerrierL.OU=HDV.O=ANNECY.T=MRY.,TerrierL,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=KillD.OU=HDV.O=ANNECY.T=MRY.,KillD,\dgre\COMMUN\Terrier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=KillD.OU=HDV.O=ANNECY.T=MRY.,KillD,\dgre\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=KillD.OU=HDV.O=ANNECY.T=MRY.,KillD,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=TerrierL.OU=HDV.O=ANNECY.T=MRY.,TerrierL,\dgre\Terrier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=TerrierL.OU=HDV.O=ANNECY.T=MRY.,TerrierL,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-DGRE-HDV.OU=HDV.O=ANNECY.T=MRY.,GG_1-DGRE-HDV,\dgre\Terrier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-DGRE-HDV.OU=HDV.O=ANNECY.T=MRY.,GG_1-DGRE-HDV,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AlonsoE.OU=HDV.O=ANNECY.T=MRY.,AlonsoE,\dgre\GestionSalles\Alonso,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AlonsoE.OU=HDV.O=ANNECY.T=MRY.,AlonsoE,\dgre\GestionSalles,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AlonsoE.OU=HDV.O=ANNECY.T=MRY.,AlonsoE,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CombeV.OU=HDV.O=ANNECY.T=MRY.,CombeV,\dgre\Vero Combe FDL 2014,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CombeV.OU=HDV.O=ANNECY.T=MRY.,CombeV,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChapapriaC.OU=HDV.O=ANNECY.T=MRY.,ChapapriaC,\dgre\Chapapria,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChapapriaC.OU=HDV.O=ANNECY.T=MRY.,ChapapriaC,\dgre,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=VernetP.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,VernetP,\directio\Vernet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=VernetP.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,VernetP,\directio,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Bochet-CadetJ.OU=HDV.O=ANNECY.T=MRY.,Bochet-CadetJ,\drh\Accueil,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Bochet-CadetJ.OU=HDV.O=ANNECY.T=MRY.,Bochet-CadetJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\Accueil,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ArtaudS.OU=HDV.O=ANNECY.T=MRY.,ArtaudS,\drh\Artaud,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ArtaudS.OU=HDV.O=ANNECY.T=MRY.,ArtaudS,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MassetI.OU=HDV.O=ANNECY.T=MRY.,MassetI,\drh\MASSET,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MassetI.OU=HDV.O=ANNECY.T=MRY.,MassetI,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CottonC.OU=HDV.O=ANNECY.T=MRY.,CottonC,\drh\Cotton,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CottonC.OU=HDV.O=ANNECY.T=MRY.,CottonC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MunierC.OU=HDV.O=ANNECY.T=MRY.,MunierC,\drh\Didierjean,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MunierC.OU=HDV.O=ANNECY.T=MRY.,MunierC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DidierjeanE.OU=HDV.O=ANNECY.T=MRY.,DidierjeanE,\drh\Didierjean,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DidierjeanE.OU=HDV.O=ANNECY.T=MRY.,DidierjeanE,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BarbierM.OU=HDV.O=ANNECY.T=MRY.,BarbierM,\drh\Barbier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BarbierM.OU=HDV.O=ANNECY.T=MRY.,BarbierM,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Bochet-CadetJ.OU=HDV.O=ANNECY.T=MRY.,Bochet-CadetJ,\drh\Bochet-Cadet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Bochet-CadetJ.OU=HDV.O=ANNECY.T=MRY.,Bochet-CadetJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChappazS.OU=HDV.O=ANNECY.T=MRY.,ChappazS,\drh\CHAPPAZ,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChappazS.OU=HDV.O=ANNECY.T=MRY.,ChappazS,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ColombierJ.OU=HDV.O=ANNECY.T=MRY.,ColombierJ,\drh\COLOMBIER,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ColombierJ.OU=HDV.O=ANNECY.T=MRY.,ColombierJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PithoisK.OU=PST.O=ANNECY.T=MRY.,PithoisK,\drh\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PithoisK.OU=PST.O=ANNECY.T=MRY.,PithoisK,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Secretariat_Gestion.OU=HDV.O=ANNECY.T=MRY.,Secretariat_Gestion,\drh\Secretariat Gestion,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Secretariat_Gestion.OU=HDV.O=ANNECY.T=MRY.,Secretariat_Gestion,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Bochet-CadetJ.OU=HDV.O=ANNECY.T=MRY.,Bochet-CadetJ,\drh\Secretariat Gestion,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Bochet-CadetJ.OU=HDV.O=ANNECY.T=MRY.,Bochet-CadetJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\Secretariat Gestion,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CanchyA.OU=HDV.O=ANNECY.T=MRY.,CanchyA,\drh\Canchy,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CanchyA.OU=HDV.O=ANNECY.T=MRY.,CanchyA,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChettabiC.OU=HDV.O=ANNECY.T=MRY.,ChettabiC,\drh\Chettabi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChettabiC.OU=HDV.O=ANNECY.T=MRY.,ChettabiC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CloezJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,CloezJ,\drh\Cloez,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CloezJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,CloezJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DucruetD.OU=HDV.O=ANNECY.T=MRY.,DucruetD,\drh\Contrôle_URSSAF,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DucruetD.OU=HDV.O=ANNECY.T=MRY.,DucruetD,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\Contrôle_URSSAF,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
